parent_sctid,parent_sctid_2,parent_sctid_3,concept_sctid,fsn,pref_term,kp_clinician_display_name,icd9-CM,icd10-CM,kp_patient_display_name
,,,31258000,Cyst of pancreas (disorder),Cyst of pancreas,Pancreatic cyst,577.2,K86.2,Cyst of pancreas
399294002,,,10711371000119102,Cyst of right breast (disorder),Cyst of right breast,Right breast cyst,610.0,N60.01,Right breast cyst
,,,72325004,Cyst of thyroid (disorder),Cyst of thyroid,Thyroid cyst,246.2,E04.1,Thyroid cyst
,,,13277001,Cystic acne (disorder),Cystic acne,Cystic acne,706.1,L70.0,"Acne, cystic"
,,,38822007,Cystitis (disorder),Cystitis,Cystitis,595.9,N30.90,Cystitis (bladder infection)
,,,252005008,Cystocele (disorder),Cystocele,Female cystocele,618.01,N81.10,Cystocele
431237007,,,571000119103,Daily headache (disorder),Daily headache,Chronic daily headache,784.0,R51,"Headache, chronic daily"
271782001,,,141000119100,Daytime somnolence (finding),Daytime somnolence,Daytime somnolence,780.09,R40.0,Daytime somnolence
,,,445548006,Dead fetus in utero (finding),Dead fetus in utero,Intrauterine fetal death,656.40,O36.4XX0,Pregnancy loss
118222006,,,31031000119102,Deconditioning (finding),Deconditioning,Deconditioning,799.3,R53.81,Deconditioning
,,,131078003,Decreased testosterone level (finding),Decreased testosterone level,Low testosterone,259.9,E34.9,Low testosterone
,,,400192002,Decubitus ulcer (disorder),Decubitus ulcer,Pressure ulcer,707.00/707.20,L89.90,Pressure ulcer
,,,238107002,Deficiency of macronutrients (disorder),Deficiency of macronutrients,Protein calorie malnutrition,263.9,E46,Protein calorie malnutrition
,,,69195002,Degeneration of cervical intervertebral disc (disorder),Degeneration of cervical intervertebral disc,Cervical disc degeneration,722.4,M50.30,Cervical disc degeneration
,,,77547008,Degeneration of intervertebral disc (disorder),Degeneration of intervertebral disc,Intervertebral disc degeneration,722.6,M51.37,Intervertebral disc degeneration
,,,26538006,Degeneration of lumbar intervertebral disc (disorder),Degeneration of lumbar intervertebral disc,Lumbar disc degeneration,722.52,M51.36,Lumbar disc degeneration
,,,60937000,Degeneration of lumbosacral intervertebral disc (disorder),Degeneration of lumbosacral intervertebral disc,Lumbosacral disc degeneration,722.52,M51.37,Lumbosacral disc degeneration
,,,68675004,Degeneration of thoracic intervertebral disc (disorder),Degeneration of thoracic intervertebral disc,Thoracic disc degeneration,722.51,M51.34,Thoracic disc degeneration
,,,4046000,Degenerative spondylolisthesis (disorder),Degenerative spondylolisthesis,Degenerative spondylolisthesis,738.4,M43.10,Degenerative spondylolisthesis
,,,34095006,Dehydration (disorder),Dehydration,Dehydration,276.51,E86.0,Dehydration
,,,274625009,Delayed milestone (finding),Delayed milestone,Delayed developmental milestones,783.42,R62.0,Delayed milestones
,,,200144004,Deliveries by cesarean (finding),Deliveries by cesarean,Cesarean delivery,669.71,O82,Cesarean delivery
,,,48782003,Delivery normal (finding),Delivery normal,Normal delivery,650,O80,Normal delivery
52674009,,,691471000119109,Demand ischemia (disorder),Demand ischemia,Demand ischemia,411.89,I24.8,Demand ischemia
,,,52448006,Dementia (disorder),Dementia,Dementia,294.20,F03.90,Dementia
52448006,,,142811000119104,Dementia due to Alzheimer's disease (disorder),Dementia due to Alzheimer's disease,Alzheimers dementia,331.0/294.10,G30.9/F02.80,Alzheimers dementia
52448006,,,1591000119103,Dementia with behavioral disturbance (disorder),Dementia with behavioral disturbance,Dementia w behavioral disturbance,294.21,F03.91,Dementia w behavioral disturbance
,,,80967001,Dental caries (disorder),Dental caries,Dental caries,521.00,K02.9,Dental caries
,,,429487005,Dependence on continuous positive airway pressure ventilation (finding),Dependence on continuous positive airway pressure ventilation,CPAP dependence,V46.8,Z99.89,Dependent on continuous positive airway pressure (CPAP)
,,,443143006,Dependence on hemodialysis (finding),Dependence on hemodialysis,Hemodialysis dependence,V45.11,Z99.2,Dependent on hemodialysis
,,,428982002,Dependence on hemodialysis due to end stage renal disease (finding),Dependence on hemodialysis due to end stage renal disease,ESRD on hemodialysis,585.6/V45.11,N18.6/Z99.2,Chronic kidney disease on hemodialysis
,,,428937001,Dependence on peritoneal dialysis due to end stage renal disease (finding),Dependence on peritoneal dialysis due to end stage renal disease,ESRD on peritoneal dialysis,585.6/V45.11,N18.6/Z99.2,End stage renal disease on peritoneal dialysis
,,,105502003,Dependence on renal dialysis (finding),Dependence on renal dialysis,Renal dialysis dependence,V45.11,Z99.2,Renal dialysis dependence
105501005,,,931000119107,Dependence on supplemental oxygen (finding),Dependence on supplemental oxygen,Supplemental oxygen dependence,V46.2,Z99.81,Dependent on supplemental oxygen
,,,366979004,Depressed mood (finding),Depressed mood,"Depression, unspecified",311,F32.9,"Depression, unspecified"
1938002,,,94631000119100,Depression in pregnancy (disorder),Depression in pregnancy,Depression in pregnancy,648.43/311,O99.340/F32.9,Depression in pregnancy
,,,35489007,Depressive disorder (disorder),Depressive disorder,Depressive disorder,311,F32.9,Depressive disorder
111222003,,,297201000119108,Derangement of left medial meniscus (disorder),Derangement of left medial meniscus,Derangement of medial meniscus of left knee,717.3,M23.304,Derangement of medial meniscus of left knee
111222003,,,15632291000119108,Derangement of medial meniscus of bilateral knees (disorder),Derangement of medial meniscus of bilateral knees,Derangement of medial meniscus of bilat knees,717.3,M23.303/M23.304,Derangement of medial meniscus of bilateral knees
111222003,,,297211000119106,Derangement of right medial meniscus (disorder),Derangement of right medial meniscus,Derangement of medial meniscus of right knee,717.3,M23.303,Derangement of medial meniscus of right knee
,,,302838006,Dermal cellular nevus (disorder),Dermal cellular nevus,Nevus,216.9,D22.9,Nevus
,,,182782007,Dermatitis (disorder),Dermatitis,Dermatitis,692.9,L30.9,Dermatitis
246815009,,,341061000119106,Dermatochalasis of left eyelid (finding),Dermatochalasis of left eyelid,Left dermatochalasis,374.87,H02.836,Left dermatochalasis (eye condition)
246815009,,,335451000119104,Dermatochalasis of right eyelid (finding),Dermatochalasis of right eyelid,Right dermatochalasis,374.87,H02.833,Right dermatochalasis (eye condition)
,,,427186000,Dermatofibroma (disorder),Dermatofibroma,Dermatofibroma,216.9,D23.9,Dermatofibroma
,,,7632005,Dermatographic urticaria (disorder),Dermatographic urticaria,Dermatographic urticaria,708.3,L50.3,Dermatographism
119424003,,,15637031000119103,Dermoid cyst of bilateral ovaries (disorder),Dermoid cyst of bilateral ovaries,"Dermoid cyst, bilat ovaries",220,D27.0/D27.1,"Dermoid cyst, bilateral ovaries"
119424003,,,10737321000119104,Dermoid cyst of left ovary (disorder),Dermoid cyst of left ovary,"Dermoid cyst, left ovary",220,D27.1,"Dermoid cyst, left ovary"
119424003,,,10737281000119109,Dermoid cyst of right ovary (disorder),Dermoid cyst of right ovary,"Dermoid cyst, right ovary",220,D27.0,"Dermoid cyst, right ovary"
,,,1855002,Developmental academic disorder (disorder),Developmental academic disorder,Developmental academic disorder,315.2,F81.9,Developmental academic disorder
,,,248290002,Developmental delay (disorder),Developmental delay,Developmental delay,315.9,R62.50,Developmental delay
,,,280032002,Developmental language disorder (disorder),Developmental language disorder,Developmental language disorder,315.31,F80.9,Developmental language disorder
,,,1145003,Developmental speech disorder (disorder),Developmental speech disorder,Developmental speech disorder,315.39,F80.9,Developmental speech disorder
,,,126660000,Deviated nasal septum (disorder),Deviated nasal septum,Deviated nasal septum,470,J34.2,Deviated nasal septum
,,,46635009,Diabetes mellitus type 1 (disorder),Diabetes mellitus type 1,DM 1,250.01,E10.9,Diabetes type 1
46635009,,,31321000119102,Diabetes mellitus type 1 without retinopathy (disorder),Diabetes mellitus type 1 without retinopathy,DM 1 wo diabetic retinopathy,250.01,E10.9,"Diabetes mellitus, type 1, without retinopathy"
,,,44054006,Diabetes mellitus type 2 (disorder),Diabetes mellitus type 2,DM 2,250.00,E11.9,Diabetes type 2
44054006,,,1481000119100,Diabetes mellitus type 2 without retinopathy (disorder),Diabetes mellitus type 2 without retinopathy,DM 2 wo diabetic retinopathy,250.00,E11.9,"Diabetes type 2, without retinopathy"
,,,420756003,Diabetic cataract associated with type II diabetes mellitus (disorder),Diabetic cataract associated with type II diabetes mellitus,DM 2 w diabetic cataract,250.50/366.41,E11.36,"Diabetes, type 2 with cataract"
,,,424989000,Diabetic gastroparesis associated with type 2 diabetes mellitus (disorder),Diabetic gastroparesis associated with type 2 diabetes mellitus,DM 2 w diabetic gastroparesis,250.60/536.3,E11.43,Diabetes type 2 with gastroparesis
,,,422099009,Diabetic oculopathy associated with type II diabetes mellitus (disorder),Diabetic oculopathy associated with type II diabetes mellitus,DM 2 w diabetic eye manifestation,250.50,E11.39,Diabetes type 2 with eye complications
,,,49455004,Diabetic polyneuropathy (disorder),Diabetic polyneuropathy,Diabetic polyneuropathy,250.60/357.2,E11.42,"Polyneuropathy (multiple nerve disorder), diabetic"
,,,422034002,Diabetic retinopathy associated with type II diabetes mellitus (disorder),Diabetic retinopathy associated with type II diabetes mellitus,DM 2 w diabetic retinopathy,250.50/362.01,E11.319,Diabetes type 2 with retinopathy
371087003,,,10660471000119109,Diabetic ulcer of left foot due to DM 2 (disorder),Diabetic ulcer of left foot due to DM 2,DM 2 w diabetic ulcer of left foot,250.80/707.15,E11.621/L97.529,Diabetes type 2 with diabetic ulcer of left foot
371087003,,,10661671000119102,Diabetic ulcer of right foot due to DM 2 (disorder),Diabetic ulcer of right foot due to DM 2,DM 2 w diabetic ulcer of right foot,250.80/707.15,E11.621/L97.519,Diabetes type 2 with diabetic ulcer of right foot
441742003,,,93771000119109,Diagnosis deferred (finding),Diagnosis deferred,Diagnosis deferred,799.9,R69,Diagnosis deferred
,,,91487003,Diaper rash (disorder),Diaper rash,Diaper dermatitis,691.0,L22,Diaper rash
,,,62315008,Diarrhea (finding),Diarrhea,Diarrhea,787.91,R19.7,Diarrhea
,,,62629000,Diastasis recti (disorder),Diastasis recti,Diastasis recti,728.84,M62.08,Diastasis recti
,,,3545003,Diastolic dysfunction (finding),Diastolic dysfunction,Diastolic dysfunction,429.9,I51.9,Diastolic dysfunction (heart condition)
,,,418304008,Diastolic heart failure (disorder),Diastolic heart failure,Diastolic heart failure,428.30,I50.30,Diastolic heart failure
,,,109969005,"Diffuse non-Hodgkin's lymphoma, large cell (disorder)","Diffuse non-Hodgkin's lymphoma, large cell (clinical)",Diffuse large B-cell lymphoma,202.80,C83.30,"Lymphoma, diffuse large B cell, non Hodgkins"
,,,79962008,Diffuse spasm of esophagus (disorder),Diffuse spasm of esophagus,Esophageal spasm,530.5,K22.4,Esophageal spasm
5552004,,,31351000119105,Diminished ovarian reserve (disorder),Diminished ovarian reserve,Diminished ovarian reserve,256.8,E28.8,Diminished ovarian reserve
31351000119105,,,10696621000119105,Diminished ovarian reserve due to advanced matenal age (disorder),Diminished ovarian reserve due to advanced matenal age,"Diminished ovarian reserve, advanced maternal age",256.8,E28.8,Diminished ovarian reserve
,,,24982008,Diplopia (disorder),Diplopia,Diplopia,368.2,H53.2,Diplopia (eye condition)
54302000,,,15633641000119106,Discharge from both nipples (disorder),Discharge from both nipples,Bilat nipple discharge,611.79,N64.52,Bilateral nipple discharge
54302000,,,15633601000119109,Discharge from left nipple (disorder),Discharge from left nipple,Left nipple discharge,611.79,N64.52,Left nipple discharge
54302000,,,15633681000119101,Discharge from right nipple (disorder),Discharge from right nipple,Right nipple discharge,611.79,N64.52,Right nipple discharge
41888000,,,15632571000119105,Disorder of bilateral temporomandibular joints (disorder),Disorder of bilateral temporomandibular joints,Bilat tmj disorder,524.60,M26.60,Bilateral tmj disorder
,,,81308009,Disorder of brain (disorder),Disorder of brain,Encephalopathy,348.30,G93.40,Encephalopathy
,,,372109003,Disorder of joint of spine (disorder),Disorder of joint of spine,Spondyloarthropathy,721.90,M47.9,Spondyloarthropathy
,,,35046003,Disorder of lactation (disorder),Disorder of lactation,Lactation disorder,676.90,O92.70,Lactation (breast feeding) disorder
,,,267431006,Disorder of lipid metabolism (disorder),Disorder of lipid metabolism,Lipid metabolism disorder,272.9,E78.9,Lipid metabolism disorder
,,,443700006,Disorder of lumbar disc (disorder),Disorder of lumbar disc,Lumbar disc disorder,722.93,M51.9,Lumbar disc disorder
,,,39021009,Disorder of refraction (disorder),Disorder of refraction,Disorder of refraction,367.9,H52.7,Refraction disorder (eye condition)
,,,268672004,Disorder of speech and language development (disorder),Disorder of speech and language development,Developmental speech and language disorder,315.39,F80.9,Developmental speech and language disorder
,,,14304000,Disorder of thyroid gland (disorder),Disorder of thyroid gland,Thyroid disorder,246.9,E07.9,Thyroid disorder
,,,95677002,Disorder of vision (disorder),Disorder of vision,Vision disorder,368.9,H53.9,Vision disorder
,,,54319003,Disruptive behavior disorder (disorder),Disruptive behavior disorder,Disruptive behavior disorder,312.9,F98.9,Disruptive behavior disorder
,,,29164008,Disturbance in speech (finding),Disturbance in speech,Speech problem,V40.1,R47.9,Speech problem
,,,397881000,Diverticular disease (disorder),Diverticular disease,Diverticulosis,562.10,K57.90,Diverticular disease
,,,398050005,Diverticular disease of colon (disorder),Diverticular disease of colon,Diverticulosis of colon,562.10,K57.30,Diverticulosis of colon
,,,307496006,Diverticulitis (disorder),Diverticulitis,Diverticulitis,562.11,K57.92,Diverticulitis
,,,111359004,Diverticulitis of colon (disorder),Diverticulitis of colon,Diverticulitis of colon,562.11,K57.32,Diverticulitis of colon
,,,427910000,Diverticulitis of sigmoid colon (disorder),Diverticulitis of sigmoid colon,Diverticulitis of sigmoid,562.11,K57.32,Diverticulitis of sigmoid
,,,429430001,Diverticulosis of sigmoid colon (disorder),Diverticulosis of sigmoid colon,Diverticulosis of sigmoid,562.10,K57.30,Diverticulosis of sigmoid
,,,404640003,Dizziness (finding),Dizziness,Dizziness,780.4,R42,Dizziness
,,,26416006,Drug abuse (disorder),Drug abuse,Drug abuse,305.90,F19.10,Drug abuse
386138005,397578001,,131601000119106,Drug coated stent in anterior descending branch of left coronary artery present (finding),Drug coated stent in anterior descending branch of left coronary artery present,"Presence of drug coated stent, left coronary artery, anterior descending branch",V45.82,Z95.5,"History of drug coated stent, coronary artery"
,,,191816009,Drug dependence (disorder),Drug dependence,Drug dependence,304.90,F19.20,Drug dependence
